Program Name,Program Arthur,Program Description,Program Short Description,Program Length,Program Level,Program Equipment,Days Per Week,Mesocycle Name,Mesocycle Description,Mesocycle Order,Microcycle Name,Microcycle Description,Microcycle Order,Workout Name,Workout Day,Workout Notes,Superset,Exercise Name,Exercise Description,Sets,Set Type,Target Repetitions,Target Min Repetitions,Target Max Repetitions,Target Weight (lbs),Target Weight (kg),Weight Increment (lbs),Weight Increment (kg),Target RPE,Target RIR,Percentage of 1RM,Progression Scheme ID,Advanced Exercise Sets
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 1 - Accumulation,"Focuses on loading and volume accumulation, with a general trend toward more volume, load, and intensity.",1,Week 6,The first block is focused on getting adapted to the program's high volume and frequency.,6,Lower Body (Hypertrophy),3,,,Barbell Hip Thrust,"Heavier weight, plus a dropset",4,1,8,8,10,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 1 - Accumulation,"Focuses on loading and volume accumulation, with a general trend toward more volume, load, and intensity.",1,Week 6,The first block is focused on getting adapted to the program's high volume and frequency.,6,Lower Body (Hypertrophy),3,,,Barbell Hip Thrust (Dropset),"Reduce load by 40 50%, perform another 15 20 reps with consistent form",1,1,15,15,20,,,,,9,1,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 1 - Accumulation,"Focuses on loading and volume accumulation, with a general trend toward more volume, load, and intensity.",1,Week 6,The first block is focused on getting adapted to the program's high volume and frequency.,6,Lower Body (Hypertrophy),3,,A1,Cable Pullthrough,"Use rope attachment, slight bend in knees, set hips back to feel big stretch in glutes, explosively thrust hips forward",3,1,10,10,12,,,,,9,1,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 1 - Accumulation,"Focuses on loading and volume accumulation, with a general trend toward more volume, load, and intensity.",1,Week 6,The first block is focused on getting adapted to the program's high volume and frequency.,6,Lower Body (Hypertrophy),3,,A2,Single Leg Hip Thrust,"Use preloaded barbell or hold a plate in lap, constant tension on glutes",3,1,12,12,15,,,,,9,1,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 1 - Accumulation,"Focuses on loading and volume accumulation, with a general trend toward more volume, load, and intensity.",1,Week 6,The first block is focused on getting adapted to the program's high volume and frequency.,6,Lower Body (Hypertrophy),3,,,Cable Glute Kick Back,"Slight lean forward, push back then up in a slight arc, hold onto upright for support",3,1,12,12,15,,,,,9,1,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 1 - Accumulation,"Focuses on loading and volume accumulation, with a general trend toward more volume, load, and intensity.",1,Week 6,The first block is focused on getting adapted to the program's high volume and frequency.,6,Lower Body (Hypertrophy),3,,,Seated Calf Raise,"Feet pointed straight ahead, 1 second pause at the bottom of each rep",3,1,15,15,20,,,,,9,1,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 1 - Accumulation,"Focuses on loading and volume accumulation, with a general trend toward more volume, load, and intensity.",1,Week 6,The first block is focused on getting adapted to the program's high volume and frequency.,6,Lower Body (Hypertrophy),3,,,Leg Raise Variation (Abs),"Can perform hanging, ROMan chair or lying challenge yourself!",3,1,10,10,12,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 1 - Accumulation,"Focuses on loading and volume accumulation, with a general trend toward more volume, load, and intensity.",1,Week 6,The first block is focused on getting adapted to the program's high volume and frequency.,6,Upper Body + Glute (Metabolic),4,,,Wide Grip Lat Pulldown,"Lean back 30, use slight momentum, last set to failure",3,1,8,8,10,,,,,9,1,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 1 - Accumulation,"Focuses on loading and volume accumulation, with a general trend toward more volume, load, and intensity.",1,Week 6,The first block is focused on getting adapted to the program's high volume and frequency.,6,Upper Body + Glute (Metabolic),4,,,1-Arm Dumbbell Row,"Pull dumbbell ""to back pocket"", stretch on lats at the bottom",3,1,10,10,12,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 1 - Accumulation,"Focuses on loading and volume accumulation, with a general trend toward more volume, load, and intensity.",1,Week 6,The first block is focused on getting adapted to the program's high volume and frequency.,6,Upper Body + Glute (Metabolic),4,,,Incline Dumbbell Flye,"45 incline, mind muscle connection with upper pecs",3,1,12,12,15,,,,,9,1,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 1 - Accumulation,"Focuses on loading and volume accumulation, with a general trend toward more volume, load, and intensity.",1,Week 6,The first block is focused on getting adapted to the program's high volume and frequency.,6,Upper Body + Glute (Metabolic),4,,,Dumbbell Raise Complex,"15 side raises, 15 front raises, 15 rear delt flyes, no rest = 1 set",2,1,15,15,15,,,,,9,1,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 1 - Accumulation,"Focuses on loading and volume accumulation, with a general trend toward more volume, load, and intensity.",1,Week 6,The first block is focused on getting adapted to the program's high volume and frequency.,6,Upper Body + Glute (Metabolic),4,,,Banded Front Raise,"Stand in the middle of a band and perform front raises, faster tempo, constant tension on delts",2,1,30,30,30,,,,,10,0,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 1 - Accumulation,"Focuses on loading and volume accumulation, with a general trend toward more volume, load, and intensity.",1,Week 6,The first block is focused on getting adapted to the program's high volume and frequency.,6,Upper Body + Glute (Metabolic),4,,,Banded Squat Bouncer,"2/3 bottom range of motion, band around knees, constant tension on glutes",3,1,20,20,25,,,,,9,1,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 1 - Accumulation,"Focuses on loading and volume accumulation, with a general trend toward more volume, load, and intensity.",1,Week 6,The first block is focused on getting adapted to the program's high volume and frequency.,6,Upper Body + Glute (Metabolic),4,,,Banded Abduction (Seated),"Band around knees, focus on driving knees out, feel glute medius to ensure activation",2,1,20,20,25,,,,,6,4,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 1 - Accumulation,"Focuses on loading and volume accumulation, with a general trend toward more volume, load, and intensity.",1,Week 6,The first block is focused on getting adapted to the program's high volume and frequency.,6,Lower Body (Hypertrophy),5,,,Walking Lunge,"30 total strides, use dumbbells or a barbell (less trap involvement with barbell)",3,1,30,30,30,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 1 - Accumulation,"Focuses on loading and volume accumulation, with a general trend toward more volume, load, and intensity.",1,Week 6,The first block is focused on getting adapted to the program's high volume and frequency.,6,Lower Body (Hypertrophy),5,,,Cable Pullthrough,"Use rope attachment, slight bend in knees, set hips back to feel big stretch in glutes, explosively thrust hips forward",4,1,15,15,20,,,,,9,1,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 1 - Accumulation,"Focuses on loading and volume accumulation, with a general trend toward more volume, load, and intensity.",1,Week 6,The first block is focused on getting adapted to the program's high volume and frequency.,6,Lower Body (Hypertrophy),5,,,Lower Back Extension,"Slightly round lower back, 15 foot flare, squeeze glutes at the top of each rep",3,1,15,15,20,,,,,9,1,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 1 - Accumulation,"Focuses on loading and volume accumulation, with a general trend toward more volume, load, and intensity.",1,Week 6,The first block is focused on getting adapted to the program's high volume and frequency.,6,Lower Body (Hypertrophy),5,,,Banded Side Walk,"20 reps each direction, miniband around feet or full band around knees, slight bend at hips, short 6 inchsteps",2,1,40,40,40,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 1 - Accumulation,"Focuses on loading and volume accumulation, with a general trend toward more volume, load, and intensity.",1,Week 6,The first block is focused on getting adapted to the program's high volume and frequency.,6,Lower Body (Hypertrophy),5,,,Frog Pump,"Hard glute squeeze at the top of each rep, faster tempo, challenge yourself for more reps each week!",2,1,30,30,50,,,,,8,2,,,
